title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdb_rating,imdb_votes,imdb_id,type,dvd,box_office,production,website,response
Sky Ferreira: You're Not the One,2013,N/A,24 Sep 2013,4 min,"Short, Music",Grant Singer,N/A,Sky Ferreira,"Official music video for ""You're Not the One"" by Sky Ferreira.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDI0NDRlNzUtMTdjNy00ZjQ1LWFjZmQtNjQyMjIwNmVjNzhiXkEyXkFqcGdeQXVyMTA3NjYyOTkw._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.3/10'}]",N/A,8.3,15,tt11773460,movie,N/A,N/A,N/A,N/A,True
One Night in Al Aqsa,2019,N/A,02 Aug 2019,88 min,Documentary,Abrar Hussain,Abrar Hussain,N/A,"Discover the awe-inspiring story of the Al Aqsa Compound in Jerusalem, set against the back drop of the holiest night in the Islamic calendar. Al Aqsa is one of the worlds most revered Islamic holy sites, but remains shrouded in myst","English, Arabic",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZmE4YzhiMGItOTA3Ni00YjIwLTg4MGItODNiMjA5YzY4OWI2XkEyXkFqcGdeQXVyMjE2NzQ5NTU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '9.6/10'}]",N/A,9.6,15,tt10499648,movie,N/A,N/A,N/A,N/A,True
One Kill Less,2019,N/A,31 Aug 2019,8 min,"Short, Drama, Horror",Irshhad Sheikh,"Devangi Patel, Irshhad Sheikh","Deepak Kesharwani, Devangi Patel",A young man receives a job offer which requires him to relocate in an isolated location. Upon spending the first night in the allotted apartment he realizes he's not alone. But will he survive to tell the story.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMDc4MWJiOTEtMmZjMC00OTY5LWE0OTItMzRmOWJiMzJkNWU3XkEyXkFqcGdeQXVyOTI3ODQ1OTE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '9.0/10'}]",N/A,9.0,15,tt11193646,movie,N/A,N/A,N/A,N/A,True
He's the One,2020,N/A,24 Jan 2020,10 min,"Short, Comedy",Jessie Kahnweiler,Jessie Kahnweiler,"Alexandria Churchwell, Luka Jones, Jessie Kahnweiler","A girl meets guy and falls head over heels, but a shocking discovery forces her to question everything. A dark comedy about falling in love with the one person you're supposed to hate.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNmI5NDE2MzYtMjIzYS00ZmRmLThmOGMtZmQ4NmZhMGU2NTY1XkEyXkFqcGdeQXVyOTU3Njk0MDg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}]",N/A,6.4,15,tt11427700,movie,N/A,N/A,N/A,N/A,True
One Historical Mistake,2019,N/A,12 Apr 2019,7 min,"Short, Drama",Mikhail Mestetskiy,Mikhail Mestetskiy,"Yuliya Dzhulay, Michael Gor, Aleksandr Gorchilin",N/A,Russian,Russia,1 nomination,https://m.media-amazon.com/images/M/MV5BZmFhY2RlODEtMmQ5OS00MmFiLWFlODAtMjU4YTE5NDUwYjY3XkEyXkFqcGdeQXVyNTAxMTUwNDQ@._V1_SX300.jpg,[],N/A,N/A,15,tt11558958,movie,N/A,N/A,N/A,N/A,True
Capitol One: Christmas Ad,2020,N/A,01 Nov 2020,1 min,"Short, Comedy",N/A,N/A,"Samuel L. Jackson, John Travolta",N/A,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzcxZGEyZmYtMjNkMC00NTE1LWI4YTMtZDY5NzFmOTQ1NjJiXkEyXkFqcGdeQXVyNTMyODM3MTg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.6/10'}]",N/A,7.6,15,tt14084160,movie,N/A,N/A,N/A,N/A,True
The Other One,2020,N/A,25 Apr 2020,77 min,Documentary,Francisco Bermejo,"Francisco Bermejo, Pilar Ducci, Francisco Hervé",Oscar Garrido Bastías,"Somewhere at the end of the world, where ocean and rocks play their endless games of hide and seek, lives a man. In his mysterious solitude, he is not alone. One day, remains of a white whale are washed by a storm on a beach. In t...",Spanish,Chile,4 nominations,https://m.media-amazon.com/images/M/MV5BN2RhNDkzZjYtZDU2MS00MzUzLWI1ZjktYjVjN2EyMTVkMGI0XkEyXkFqcGdeQXVyMTI1OTEyMTIx._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}]",N/A,7.2,15,tt13401378,movie,N/A,N/A,N/A,N/A,True
The Michael J. Epstein Memorial Library: I'm the One Who's Dead,2014,N/A,01 May 2014,N/A,"Short, Music",Michael J. Epstein,"Sophia Cacciola, Michael J. Epstein","Jane Allard, Lisa Battiston, Rachel Leah Blumenthal",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzg0NWM5M2QtMGM3NS00MjQ3LThhMGItNjcyZWY1YzkwYTA5XkEyXkFqcGdeQXVyMzM5MjM4MDY@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '9.0/10'}]",N/A,9.0,14,tt4473176,movie,N/A,N/A,N/A,N/A,True
One-Up,2017,N/A,01 Sep 2017,16 min,"Short, Drama",Eimi Imanishi,Julia Thompson,"Macaulee Cassaday, Itamar Segev, Nikki Calonge",Hadley jumps into an uncomfortable sexual encounter after she's brutally rejected by her teammate crush Christine.,English,United States,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}]",N/A,5.8,14,tt6089850,movie,N/A,N/A,N/A,N/A,True
Wet Dreams: One Woman's Chance at Touching Gold,2016,N/A,15 Aug 2016,7 min,"Short, Sci-Fi",Darren Coyle,"Emily Bell, Kassie Thornton","Emily Bell, Kassie Thornton, John Scott Horton, Nina Shamloo",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NzRmODYtOWMyMS00OTUzLTg5MDctYWFkNjc1MDc4ZThhXkEyXkFqcGdeQXVyMTYxMzQ4MTg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.4/10'}]",N/A,8.4,14,tt6000742,movie,N/A,N/A,N/A,N/A,True
Kitakyushu Stories Chapter One: Kimi the Star,2017,N/A,04 Jul 2017,18 min,"Short, Drama",M.J. Di Rocco,M.J. Di Rocco,Ayaka Nakamura,A young lady receives postcards from different cities all over the world. Each card has a unique and romantic message. She tries to determine the meaning of the postcards and why someone would send them to her.,Japanese,Japan,3 wins.,https://m.media-amazon.com/images/M/MV5BNWZkZDUwODYtYTQxMi00NjQ0LWI1MWYtOGRlYjljNjU0MzVkXkEyXkFqcGdeQXVyNzY5MzE3NDg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.6/10'}]",N/A,8.6,14,tt7054344,movie,N/A,N/A,N/A,N/A,True
Party of One,2017,N/A,10 Apr 2017,5 min,"Short, Comedy, Sci-Fi",Matt Brownsett,"Matt Brownsett, Samuel Ryan Butler","Charlotte Warner, Amelia Newnam, Fane Henderson",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMzM1N2I4ODMtN2U2Yy00ZWQ2LWE4YTYtMGNhYmJhZjE5OWE1XkEyXkFqcGdeQXVyNzQwNzI5MA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.0/10'}]",N/A,8.0,14,tt6763964,movie,N/A,N/A,N/A,N/A,True
Murray Head: One Night in Bangkok,1985,N/A,01 Jan 1985,4 min,"Short, Music",David G. Hillier,N/A,Murray Head,"Murray Head performs in the music video ""One Night in Bangkok"" from the album ""Chess"" recorded for RCA Records. The video begins with an animated chessboard breaking down. It features ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYjczMjBkY2UtNmI1Zi00OWNiLWExZDgtODYyOTAwZWNkMDk3XkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}]",N/A,7.4,14,tt6739870,movie,N/A,N/A,N/A,N/A,True
One for the Road,2011,Not Rated,17 Sep 2011,87 min,"Documentary, Action, Adventure","Blake Campbell, Steve Jones, Todd Jones",N/A,"Shroder Baker, Chris Benchetler, Rachel Burks","One for the Road is a ski film following some of the world's most progressive snow sports athletes, documenting their lives on the road, and capturing some of the most stunning riding to date. Road trips are an integral part of ev...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDMzMzE2MDcyMF5BMl5BanBnXkFtZTgwNjk2MjYwNTE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.6/10'}]",N/A,8.6,14,tt2117939,movie,N/A,N/A,N/A,N/A,True
Where One Stands,2007,N/A,27 Jul 2007,120 min,Action,Christopher Jones,Christopher Jones,"Elizabeth Elise Gonzalez, Christopher Jones, Jared Ortega, Arturo Portillo",N/A,English,USA,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '2.4/10'}]",N/A,2.4,14,tt2075385,movie,N/A,N/A,N/A,N/A,True
The Only One Who Knows You're Afraid,2011,N/A,06 Sep 2011,89 min,"Adventure, Drama, War",Timothy Reynard,"Michael Chaplin, Timothy Reynard, Oliver Welsh","Richard Briers, Austin Hardiman, Eddie Usher",Two British Commandos embark on a remarkable journey across France after surviving the deadly 1942 Raid of Saint Nazaire.,"English, French, German","United Kingdom, France",N/A,https://m.media-amazon.com/images/M/MV5BYTJhZjM4ODMtMTc1Ny00MDk3LTg5ZTYtOTlhMmQyOGE1YzM4XkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}]",N/A,7.1,14,tt1949597,movie,N/A,N/A,N/A,N/A,True
No Way Out But One,2011,N/A,01 Sep 2011,89 min,"Documentary, Biography, News","Barry Nolan, Garland Waller",N/A,Barry Nolan,"In 1994, Holly Collins became an international fugitive, hunted by the FBI, for kidnapping her own children. She had been ordered to turn her two children over to live with the father who had been abusing them. Medical evidence of...",English,"United States, Netherlands",N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '8.0/10'}]",N/A,8.0,14,tt2296869,movie,22 May 2017,N/A,N/A,N/A,True
One Night in London,2010,N/A,12 Aug 2010,2 min,"Short, Drama",Holly Redfern,Felicity Josling,"Anita Crisinel, Felicity Josling, Angela Peters","After 5 years, Melanie welcomes her best friend Olivia back to London for a single evening. Olivia's visit appears innocent at first until the arrival of an old and distant friend.",English,UK,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}]",N/A,5.9,14,tt2340174,movie,N/A,N/A,N/A,N/A,True
One Man and His Dog,2010,N/A,N/A,8 min,"Short, Comedy, Sci-Fi",Jonathan Hopkins,Jonathan Hopkins,"Emily Bevan, Oliver Englehart, Bruce Mackinnon, Brian Milligan",A gentle alien visits the troubled planet earth. He is a galactic peace ambassador and mankind's only hope of salvation. After crash landing in a remote field he is discovered by a ...,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTYwMzgyMzYzMV5BMl5BanBnXkFtZTcwMDQ0NzI2Mw@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}]",N/A,7.1,14,tt1634827,movie,N/A,N/A,N/A,N/A,True
Gary Moore and Friends: One Night in Dublin - A Tribute to Phil Lynott,2005,Not Rated,01 Jan 2005,58 min,Music,N/A,N/A,"Eric Bell, Brian Downey, Scott Gorham, Gary Moore","On 20 August 2005, on what would have been his 56th birthday, a statue of Phil Lynott was unveiled in Dublins Grafton Street by his mother. There to witness the event were members of Thin ...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGY3MjViZDMtNzhlNy00NDE2LTgzNGItZjU3MjI0MTljZGMwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.5/10'}]",N/A,8.5,14,tt2981510,movie,04 Apr 2006,N/A,N/A,N/A,True
One Chance,2011,N/A,N/A,N/A,Comedy,N/A,Martin Tempest,"Oliver Rushen, Amelia Tempest, Georgia Ross",N/A,N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTg1MzM4MDg3MV5BMl5BanBnXkFtZTcwMTc4ODIwOQ@@._V1_SX300.jpg,[],N/A,N/A,14,tt2583860,movie,N/A,N/A,N/A,N/A,True
ATP Chapter 1: One Day,2012,N/A,21 Sep 2012,N/A,"Documentary, Short",Stana Katic,N/A,"Wilson Bethel, Seamus Dever, Jennifer Hall",N/A,English,United States,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '8.4/10'}]",N/A,8.4,14,tt2417606,movie,N/A,N/A,N/A,N/A,True
One Warm Line: The Legacy of Stan Rogers,1989,N/A,N/A,46 min,"Documentary, Music","Alan Collins, Robert Lang","Alan Collins, Robert Lang","Stan Rogers, Garnet Rogers, Ariel Rogers","Stan Rogers returns to Nova Scotia, the inspiration for many of his songs and the home of many of his family members.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZjVmNDk1ODItMTdkOS00OWUxLWIyZjQtMDc0ZmIyZTQyYzdiXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.6/10'}]",N/A,8.6,14,tt3882136,movie,N/A,N/A,N/A,N/A,True
Everyone's Got One,2005,N/A,12 Dec 2005,73 min,Comedy,Garth Donovan,"Garth Donovan, Paul Thompson","Garth Donovan, Savann Donovan, Michael Leo Judge, Erica Morales","A delusional janitor meets a celebrity, hoping the hotshot will make him famous. When this doesn't happen, things go sour and the toilet cleaner's madness comes to the foreground...what ...",English,USA,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '8.7/10'}]",N/A,8.7,14,tt0488830,movie,N/A,N/A,N/A,N/A,True
One Afternoon,2000,N/A,05 Aug 2000,N/A,"Short, Drama",Callistus D'Costa,Stephen Urch,"Stephen Urch, Lisa Scope, Lisa Marinic, Alex Lambrechts","A case of mistaken identity through rage which could happen to anyone, anywhere, anytime.",English,Australia,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}]",N/A,5.6,14,tt0880474,movie,N/A,N/A,N/A,N/A,True
One of the Boys,2018,N/A,22 Jun 2019,11 min,"Short, Drama, Sport",Ivo van Aart,Wander Theunis,"Finn van den Berg, Sophie Bouquet, Idriss Nabil","At korfball practice, a timid young teenager finds himself forced to show his true colors upon witnessing his fellow players' locker room banter take a cruel turn at the expense of the most popular girl on their team.",Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BY2M3Zjc3Y2UtMmRmNy00ZjNhLWJhNzgtOTRmZmU5ZDEyZDQzXkEyXkFqcGdeQXVyMzkxOTgyMg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}]",N/A,6.9,14,tt8523664,movie,N/A,N/A,N/A,N/A,True
Kanenas-No One,2018,N/A,20 Mar 2018,10 min,"Short, Drama",Nikos Kourous,Nikos Kourous,"Nikos Kourous, Panos Nakos",N/A,Greek,Greece,N/A,https://m.media-amazon.com/images/M/MV5BMGI4YTMwZTgtYzJkZi00ODU2LWI5NDctMDhiMjUwN2VjYzliXkEyXkFqcGdeQXVyMTk3NTk2MjU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.1/10'}]",N/A,8.1,14,tt8665488,movie,N/A,N/A,N/A,N/A,True
"One Day, Dolores Was on Her Own",2019,N/A,N/A,71 min,Drama,Sebastián Alberto Juiz,Sebastián Alberto Juiz,Rocío Ray,"Suppose one day you wake up and you're on your own. As if by magic, everybody had disappeared. Wait, I'm not complaining, it's got its charm. By the way, my name is Dolores and one day, I was on my own.","Spanish, English",Argentina,1 nomination,https://m.media-amazon.com/images/M/MV5BZDcwNzZmOTAtZDFmZC00ZmU5LTkzYTctNzg0OTNmMDhlYTQ3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '4.4/10'}]",N/A,4.4,14,tt12084582,movie,N/A,N/A,N/A,N/A,True
The One Who Runs Away Is the Ghost,2021,N/A,23 Nov 2021,72 min,Documentary,Qinyuan Lei,Qinyuan Lei,N/A,"The two sisters Haohao and Zhouzhou (five and eight) spend most of their time outside of school in the electronics market of Huaqiangbei, a market in Shenzhen once known for its counterfeit electronics products, now the center of ...",Mandarin,"Germany, China",1 nomination,https://m.media-amazon.com/images/M/MV5BMzY3MjVkNjgtOTU1OS00MjJkLTk0ZjItNTJiMWVhYmMxNTJlXkEyXkFqcGdeQXVyMTAyMTQ4ODYx._V1_SX300.jpg,[],N/A,N/A,14,tt12330792,movie,N/A,N/A,N/A,N/A,True
One Punch Man: OVA 2 #05 Puri-puri Prisoner to datsugoku shûjin-tachi,2020,N/A,27 Feb 2020,12 min,"Short, Animation",N/A,N/A,"Soshiro Hori, Yûki Kaji, Masaya Onosaka","Puri-Puri Prisoner accidentaly releases the inmates of Smelly Lid Prison while fighting against a monster. Realizing that that the incident may cost a certain cute employee his job, Puri-Puri Prisoner heads out to find the escapes inmates.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNzUyYWY0NDctNDY5MS00M2EwLTgwNWYtZDU5OTk4MTdkM2Q5XkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}]",N/A,6.4,14,tt12502738,movie,N/A,N/A,N/A,N/A,True
The Michael J. Epstein Memorial Library: I'm the One Who's Dead,2014,N/A,01 May 2014,N/A,"Short, Music",Michael J. Epstein,"Sophia Cacciola, Michael J. Epstein","Jane Allard, Lisa Battiston, Rachel Leah Blumenthal",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzg0NWM5M2QtMGM3NS00MjQ3LThhMGItNjcyZWY1YzkwYTA5XkEyXkFqcGdeQXVyMzM5MjM4MDY@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '9.0/10'}]",N/A,9.0,14,tt4473176,movie,N/A,N/A,N/A,N/A,True
One-Up,2017,N/A,01 Sep 2017,16 min,"Short, Drama",Eimi Imanishi,Julia Thompson,"Macaulee Cassaday, Itamar Segev, Nikki Calonge",Hadley jumps into an uncomfortable sexual encounter after she's brutally rejected by her teammate crush Christine.,English,United States,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}]",N/A,5.8,14,tt6089850,movie,N/A,N/A,N/A,N/A,True
Wet Dreams: One Woman's Chance at Touching Gold,2016,N/A,15 Aug 2016,7 min,"Short, Sci-Fi",Darren Coyle,"Emily Bell, Kassie Thornton","Emily Bell, Kassie Thornton, John Scott Horton, Nina Shamloo",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NzRmODYtOWMyMS00OTUzLTg5MDctYWFkNjc1MDc4ZThhXkEyXkFqcGdeQXVyMTYxMzQ4MTg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.4/10'}]",N/A,8.4,14,tt6000742,movie,N/A,N/A,N/A,N/A,True
Kitakyushu Stories Chapter One: Kimi the Star,2017,N/A,04 Jul 2017,18 min,"Short, Drama",M.J. Di Rocco,M.J. Di Rocco,Ayaka Nakamura,A young lady receives postcards from different cities all over the world. Each card has a unique and romantic message. She tries to determine the meaning of the postcards and why someone would send them to her.,Japanese,Japan,3 wins.,https://m.media-amazon.com/images/M/MV5BNWZkZDUwODYtYTQxMi00NjQ0LWI1MWYtOGRlYjljNjU0MzVkXkEyXkFqcGdeQXVyNzY5MzE3NDg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.6/10'}]",N/A,8.6,14,tt7054344,movie,N/A,N/A,N/A,N/A,True
Party of One,2017,N/A,10 Apr 2017,5 min,"Short, Comedy, Sci-Fi",Matt Brownsett,"Matt Brownsett, Samuel Ryan Butler","Charlotte Warner, Amelia Newnam, Fane Henderson",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMzM1N2I4ODMtN2U2Yy00ZWQ2LWE4YTYtMGNhYmJhZjE5OWE1XkEyXkFqcGdeQXVyNzQwNzI5MA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.0/10'}]",N/A,8.0,14,tt6763964,movie,N/A,N/A,N/A,N/A,True
One-Up,2017,N/A,01 Sep 2017,16 min,"Short, Drama",Eimi Imanishi,Julia Thompson,"Macaulee Cassaday, Itamar Segev, Nikki Calonge",Hadley jumps into an uncomfortable sexual encounter after she's brutally rejected by her teammate crush Christine.,English,United States,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}]",N/A,5.8,14,tt6089850,movie,N/A,N/A,N/A,N/A,True
Wet Dreams: One Woman's Chance at Touching Gold,2016,N/A,15 Aug 2016,7 min,"Short, Sci-Fi",Darren Coyle,"Emily Bell, Kassie Thornton","Emily Bell, Kassie Thornton, John Scott Horton, Nina Shamloo",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NzRmODYtOWMyMS00OTUzLTg5MDctYWFkNjc1MDc4ZThhXkEyXkFqcGdeQXVyMTYxMzQ4MTg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.4/10'}]",N/A,8.4,14,tt6000742,movie,N/A,N/A,N/A,N/A,True
Kitakyushu Stories Chapter One: Kimi the Star,2017,N/A,04 Jul 2017,18 min,"Short, Drama",M.J. Di Rocco,M.J. Di Rocco,Ayaka Nakamura,A young lady receives postcards from different cities all over the world. Each card has a unique and romantic message. She tries to determine the meaning of the postcards and why someone would send them to her.,Japanese,Japan,3 wins.,https://m.media-amazon.com/images/M/MV5BNWZkZDUwODYtYTQxMi00NjQ0LWI1MWYtOGRlYjljNjU0MzVkXkEyXkFqcGdeQXVyNzY5MzE3NDg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.6/10'}]",N/A,8.6,14,tt7054344,movie,N/A,N/A,N/A,N/A,True
Party of One,2017,N/A,10 Apr 2017,5 min,"Short, Comedy, Sci-Fi",Matt Brownsett,"Matt Brownsett, Samuel Ryan Butler","Charlotte Warner, Amelia Newnam, Fane Henderson",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMzM1N2I4ODMtN2U2Yy00ZWQ2LWE4YTYtMGNhYmJhZjE5OWE1XkEyXkFqcGdeQXVyNzQwNzI5MA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.0/10'}]",N/A,8.0,14,tt6763964,movie,N/A,N/A,N/A,N/A,True
Murray Head: One Night in Bangkok,1985,N/A,01 Jan 1985,4 min,"Short, Music",David G. Hillier,N/A,Murray Head,"Murray Head performs in the music video ""One Night in Bangkok"" from the album ""Chess"" recorded for RCA Records. The video begins with an animated chessboard breaking down. It features ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYjczMjBkY2UtNmI1Zi00OWNiLWExZDgtODYyOTAwZWNkMDk3XkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}]",N/A,7.4,14,tt6739870,movie,N/A,N/A,N/A,N/A,True
Mo'Nique: One Night Stand,2005,TV-MA,N/A,60 min,Comedy,Leslie Small,Mo'Nique,Mo'Nique,"Known for her sassy attitude and outrageous humor, Oscar winner Mo'Nique takes her side-splitting act to the stage in this hilarious stand-up comedy special.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWExZmNkYmItOTczZi00MDAyLTg3MWYtYzAzZDdjNzA4NjIzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '4.6/10'}]",N/A,4.6,14,tt10790652,movie,N/A,N/A,N/A,N/A,True
