title,first_genre,cleaned_plot,imdb_rating
&quot;Flip Flop Flippin': One man's search for character(s) on the A.T.&quot;,documentary,"['scott', 'squatch', 'herriott', 'sectionhiked', '2650', 'milelong', 'pacific', 'crest', 'trail', 'made', 'four', 'films', 'adventures', 'walk', 'films', 'available', 'amazon', 'attempts', 'hike', 'entire', '2100', 'milelong', 'appalachian', 'trail']",6.4
There Are Many Things One Can Talk About...,documentary,"['film', 'based', 'interview', 'late', 'dramatist', 'saadallah', 'wannous', 'months', 'died', 'cancer']",8.6
Redefining the Line: The Making of One Hundred and One Dalmatians,documentary,"['making', 'classic', 'animated', 'film', 'contemporary', 'modern', 'feel', '1960s', 'made', 'stand', 'significantly', 'disney', 'canon', 'influence', 'animation']",7.5
One Church,drama,"['national', 'tragedy', 'turns', 'personal', 'vendetta', 'aspiring', 'politician', 'cornelius', 'barlow', 'religion', 'comes', 'forefront', 'public', 'debate', 'national', 'debate', 'like', 'many']",6.0
Black and White Trypps Number One,documentary,"['tying', 'playing', 'rich', 'history', 'handpainted', 'films', 'first', 'trypp', 'starts', 'lulling', 'rhythms', 'interstellar', 'undulations', 'instead', 'referencing', 'romantic', 'traditions', 'cameraless', 'films']",5.2
This American Life: One Night Only at BAM,comedy,"['live', 'stage', 'performance', 'public', 'radio', 'show', 'american', 'life', 'filmed', 'bam', 'brooklyn', 'academy', 'music', 'howard', 'gilman', 'opera', 'house', 'june', '7th', '2014', 'featuring', 'host', 'ira', 'glass']",5.7
One Girl,documentary,"['ordinary', 'day', 'lives', 'four', 'girls', 'morning', 'bedtime', 'school', 'home', 'families', 'teachers', 'friends']",8.8
Bibione Bye Bye One,documentary,[],
One Fine Day,documentary,"['documentary', 'one', 'fine', 'day', 'shows', 'six', 'people', 'different', 'cultures', 'religions', 'small', 'nonviolent', 'act', 'significant', 'positive', 'influence', 'society', 'film', 'meet', 'young', 'burmese', 'monk', 'chile']",7.5
Fifty People One Question,documentary,"['one', 'town', '50', 'different', 'people', 'one', 'difficult', 'question']",5.8
Africa First: Volume One,drama,"['focus', 'world', 'charged', 'finding', 'exciting', 'new', 'voices', 'international', 'independent', 'film', 'focus', 'africa', 'first', 'program', 'initiative', 'designed', 'exclusively', 'filmmakers', 'african', 'nationality', 'residence', 'presents', 'annual', 'awards', 'best', 'brightest', 'around', 'continent', 'touring', 'film', 'festivals', 'around', 'world', 'africa', 'first', 'short', 'films', 'available', 'audiences', 'everywhere', 'dyana', 'gayes', 'st', 'louis', 'blues', 'invigorating', 'traveling', 'musical', 'jenna', 'bass', 'tunnel', 'moving', 'story', 'young', 'girl', 'search', 'father', 'janhendrik', 'beetges', 'abyss', 'boys', 'comingofage', 'tale', 'amidst', 'rampant', 'corruption', 'gang', 'violence', 'wanuri', 'kahius', 'pumzi', 'startling', 'vision', 'future']",6.7
Three in One,drama,"['film', 'contains', 'three', 'short', 'stories', 'life', 'australia', '1950s']",8.0
"One, Two, Altogether!",animation,"['elk', 'ran', 'forest', 'thunderstorm', 'crushed', 'fallen', 'tree', 'brazen', 'treacherous', 'magpie', 'told', 'wolves', 'forest', 'good', 'forest', 'animals', 'decided', 'help', 'free', 'elk', 'first']",7.5
One Life of Two Women,drama,"['seems', 'lardimaa', 'lives', 'womens', 'dream', 'life', 'snow', 'white', 'wedding', 'dress', 'world', 'wedding', 'reception', 'big', 'expensive', 'house', 'highend', 'furniture', 'wealthy', 'caring', 'husband', 'husband', 'rich', 'seems', 'caring', 'front', 'ever']",5.5
Agent One-Half,action,"['part', 'americas', 'smallest', 'secret', 'agent', 'team', 'agent', 'onehalf', 'must', 'foil', 'heels', 'villainous', 'plot', 'send', 'california', 'bottom', 'ocean']",5.3
Three in One,drama,"['film', 'contains', 'three', 'short', 'stories', 'life', 'australia', '1950s']",8.0
The Stand: How One Gesture Shook the World,documentary,"['intimate', 'interviews', 'participants', 'witnesses', 'documentary', 'revealing', 'exploration', 'circumstances', 'led', 'runners', 'tommie', 'smith', 'john', 'carlos', 'historic', 'moment', '1968', 'olympics']",6.8
DAU. The Empire. Novel One: Return of the Prodigal Son,drama,[],5.7
One Night in Al Aqsa,documentary,"['discover', 'aweinspiring', 'story', 'al', 'aqsa', 'compound', 'jerusalem', 'set', 'back', 'drop', 'holiest', 'night', 'islamic', 'calendar', 'al', 'aqsa', 'one', 'worlds', 'revered', 'islamic', 'holy', 'sites', 'remains', 'shrouded', 'myst']",9.6
The Other One,documentary,"['somewhere', 'end', 'world', 'ocean', 'rocks', 'play', 'endless', 'games', 'hide', 'seek', 'lives', 'man', 'mysterious', 'solitude', 'alone', 'one', 'day', 'remains', 'white', 'whale', 'washed', 'storm', 'beach']",7.2
One for the Road,documentary,"['one', 'road', 'ski', 'film', 'following', 'worlds', 'progressive', 'snow', 'sports', 'athletes', 'documenting', 'lives', 'road', 'capturing', 'stunning', 'riding', 'date', 'road', 'trips', 'integral', 'part', 'ev']",8.6
Where One Stands,action,[],2.4
No Way Out But One,documentary,"['1994', 'holly', 'collins', 'became', 'international', 'fugitive', 'hunted', 'fbi', 'kidnapping', 'children', 'ordered', 'turn', 'two', 'children', 'live', 'father', 'abusing', 'medical', 'evidence']",8.0
One Chance,comedy,[],
ATP Chapter 1: One Day,documentary,[],8.4
One Warm Line: The Legacy of Stan Rogers,documentary,"['stan', 'rogers', 'returns', 'nova', 'scotia', 'inspiration', 'many', 'songs', 'home', 'many', 'family', 'members']",8.6
Everyone's Got One,comedy,"['delusional', 'janitor', 'meets', 'celebrity', 'hoping', 'hotshot', 'make', 'famous', 'doesnt', 'happen', 'things', 'go', 'sour', 'toilet', 'cleaners', 'madness', 'comes', 'foregroundwhat']",8.7
"One Day, Dolores Was on Her Own",drama,"['suppose', 'one', 'day', 'wake', 'youre', 'magic', 'everybody', 'disappeared', 'wait', 'im', 'complaining', 'got', 'charm', 'way', 'name', 'dolores', 'one', 'day']",4.4
The One Who Runs Away Is the Ghost,documentary,"['two', 'sisters', 'haohao', 'zhouzhou', 'five', 'eight', 'spend', 'time', 'outside', 'school', 'electronics', 'market', 'huaqiangbei', 'market', 'shenzhen', 'known', 'counterfeit', 'electronics', 'products', 'center']",
Mo'Nique: One Night Stand,comedy,"['known', 'sassy', 'attitude', 'outrageous', 'humor', 'oscar', 'winner', 'monique', 'takes', 'sidesplitting', 'act', 'stage', 'hilarious', 'standup', 'comedy', 'special']",4.6
"One Day, Dolores Was on Her Own",drama,"['suppose', 'one', 'day', 'wake', 'youre', 'magic', 'everybody', 'disappeared', 'wait', 'im', 'complaining', 'got', 'charm', 'way', 'name', 'dolores', 'one', 'day']",4.4
One Warm Line: The Legacy of Stan Rogers,documentary,"['stan', 'rogers', 'returns', 'nova', 'scotia', 'inspiration', 'many', 'songs', 'home', 'many', 'family', 'members']",8.6
Runway One,drama,"['couple', 'find', 'involved', 'complex', 'smuggling', 'operation']",7.0
"The 100 to One Shot; or, A Run of Luck",drama,"['farmer', 'facing', 'foreclosure', 'goes', 'city', 'bets', 'everything', 'horse', 'race', 'wins', 'goes', 'back', 'country', 'expensive', 'car', 'prevents', 'landlord', 'evicting', 'parents']",
One Jasper Carrott,comedy,[],8.4
Bruno the Black - One Day a Hunter Blew His Horn,documentary,[],7.5
The Big One: The Truth About the San Andreas,documentary,"['documentary', 'discussing', 'inevitable', 'big', 'one', 'earthquake', 'californias', 'san', 'andreas', 'fault']",9.0
One Way Ticket,drama,"['string', 'random', 'events', 'control', 'connect', 'lives', 'three', 'immigrants', 'silicon', 'valley', 'arun', 'south', 'indian', 'brahmin', 'engineer', 'middle', 'class', 'background', 'kris']",6.3
One More Hat!,animation,[],
When Voices Meet: One Divided Country; One United Choir; One Courageous Journey,documentary,"['nelson', 'mandela', 'finally', 'released', 'prison', 'courageous', 'south', 'african', 'musicians', 'broke', 'apartheids', 'barriers', 'form', '500voice', 'multiracial', 'youth', 'choir', 'threatened', 'bombs', 'thwarted', 'every', 'turn', 'prevaile']",7.2
They Call Him One Eye Faggot,action,[],7.4
Johnny Ryan's Prison Pit: Book One,animation,"['hulking', 'monster', 'men', 'beat', 'crap']",7.8
"One, Two, Three",documentary,"['group', 'solitary', 'elderly', 'individuals', 'armenia', 'neglected', 'society', 'unify', 'amateur', 'dance', 'troupe', 'prove', 'performance', 'still', 'dream', 'fall', 'love', 'amaze', 'wonder']",7.3
Peeter One,comedy,"['poor', 'man', 'finds', 'invitation', 'classy', 'party', 'goes', 'disguised', 'guest']",
That One Summer,drama,"['otis', 'garner', 'fifties', 'walked', 'wife', 'kids', 'bittersweet', 'reunion', 'son', 'ted', 'thirty', 'years', 'later', 'otis', 'hears', 'story', 'one', 'special', 'summer']",3.5
One Wedding and a Revolution,documentary,"['reveals', 'inspiration', 'motivation', 'political', 'challenges', 'san', 'francisco', 'city', 'hall', 'frantic', 'days', 'leading', 'first', 'governmentsanctioned', 'samesex', 'marriage']",8.4
Date Number One,comedy,"['date', 'number', 'one', 'tells', '5', 'stories', 'centered', 'around', 'several', 'first', 'dates', 'story', '1', 'another', 'ninja', 'searching', 'love', 'ninja', 'goes', 'blind', 'date', 'story', '2', 'romantic']",4.6
The Lockdown: One Month in Wuhan,documentary,"['january', '23', '2020', 'chinese', 'authority', 'imposed', 'lockdown', 'wuhan', 'well', 'cities', 'hubei', 'province', 'attempt', 'prevent', 'coronavirus', 'spreading', 'across', 'nation']",7.1
Full Metal Panic! 2nd Section - One Night Stand,action,[],6.8
She Is One of Us,documentary,"['spoke', 'many', 'never']",6.4
One or Two Questions,documentary,"['peace', 'mean', 'justice', 'following', '12', 'years', 'military', 'rule', '19731985', 'accompanying', 'silence', 'couldnt', 'taken', 'granted', 'people', 'uruguay', 'end', '1980s', 'would', 'discuss', 'questions']",8.0
One Day in May: The Story of The Bradford City Fire,documentary,"['story', 'people', 'experienced', 'catastrophic', 'football', 'ground', 'fire', '56', 'people', 'died', 'match', 'bradford', 'city', 'celebrating', 'promotion', 'last', 'game', 'season', 'may', '11th', '1985']",
Just One Drop,documentary,"['film', 'controversial', 'form', 'medicine', 'ever', 'invented', 'homeopathy']",
Bruno the Black - One Day a Hunter Blew His Horn,documentary,[],7.5
The Big One: The Truth About the San Andreas,documentary,"['documentary', 'discussing', 'inevitable', 'big', 'one', 'earthquake', 'californias', 'san', 'andreas', 'fault']",9.0
One Way Ticket,drama,"['string', 'random', 'events', 'control', 'connect', 'lives', 'three', 'immigrants', 'silicon', 'valley', 'arun', 'south', 'indian', 'brahmin', 'engineer', 'middle', 'class', 'background', 'kris']",6.3
Under One Sun,drama,[],8.3
'Secondhand Lions': One Screenplay's Wild Ride in Hollywood,documentary,"['story', 'screenplays', 'journey', 'concept', 'screen']",6.8
The Dirty Immigrants: All for One,comedy,"['comedy', 'clubs', 'college', 'campuses', 'theaters', 'comes', 'compilation', 'film', 'comedy', 'troupe', 'dirty', 'immigrants', 'take', 'murder', 'investigations', '9', '5', 'work', 'life', 'dating']",8.3
One More Hat!,animation,[],
When Voices Meet: One Divided Country; One United Choir; One Courageous Journey,documentary,"['nelson', 'mandela', 'finally', 'released', 'prison', 'courageous', 'south', 'african', 'musicians', 'broke', 'apartheids', 'barriers', 'form', '500voice', 'multiracial', 'youth', 'choir', 'threatened', 'bombs', 'thwarted', 'every', 'turn', 'prevaile']",7.2
They Call Him One Eye Faggot,action,[],7.4
Statue Wars: One Summer in Bristol,documentary,[],
"Dallas Diamonds: One Team, One Goal",documentary,"['join', 'dallas', 'diamonds', 'pursuit', 'womens', 'professional', 'football', 'championship', 'take', 'look', 'lives', 'players', 'field']",8.5
Under One Umbrella,drama,"['first', 'theatrical', 'play', 'movie', 'directed', 'original', 'creator', 'satsuki', 'takashimas', 'father', 'rokuro', 'shinonome', 'missing', 'twenty', 'five', 'years', 'obtains', 'information', 'lead', 'travels', 'village']",7.7
The 9/11 Chronicles Part One: Truth Rising,documentary,[],4.8
The One Who Crossed the Sea,documentary,"['refugee', 'east', 'germany', 'crosses', 'baltic', 'sea', 'folding', 'boat', 'years', 'later', 'finds', 'new', 'home', 'growing', 'nationalist', 'movement']",9.2
Behind the Tunes: Wacky Warner One-Shots,documentary,"['historians', 'modern', 'animators', 'discuss', 'classic', 'era', 'warner', 'cartoons', 'without', 'stars', 'characters', 'returned', 'subsequent', 'cartoons']",5.8
One-Headed Beast,comedy,"['operating', 'undisclosed', 'research', 'facility', 'bizarre', 'roboscientist', 'humananimal', 'assistants', 'test', 'hypotheses', 'hans', 'burger', 'david', 'huntsberger', 'thrust', 'action', 'performing', 'explore', 'makeup', 'human', 'mind']",8.3
Take One: Fear on Film,action,"['directors', 'john', 'landis', 'john', 'carpenter', 'david', 'cronenberg', 'engage', 'round', 'table', 'discussion', 'several', 'movies', 'horror', 'genre', 'general', 'among', 'topics', 'addressed']",7.9
The Adventures of the Grasshopper Kuzya. Story One,animation,"['amazing', 'adventures', 'huge', 'fan', 'international', 'chanson']",5.8
"Gotthard: One Life, One Soul",documentary,"['early', '1990s', 'two', 'young', 'rockers', 'leo', 'leoni', 'steve', 'lee', 'founded', 'band', 'became', 'one', 'internationally', 'famous', 'swiss', 'rock', 'bands', 'ever', 'gotthard', 'hope', 'disappointment', 'sacrifice', 'success', 'mourning', 'rebirth']",6.1
Wild One,documentary,"['1977', 'philippe', 'ribiere', 'born', 'martinique', 'rubinsteintaybi', 'syndrome', 'abandoned', 'parents', 'left', 'custody', 'hospital', 'spent', 'first', 'four', 'years', 'life', 'underwent', 'series']",7.1
"Dallas Diamonds: One Team, One Goal",documentary,"['join', 'dallas', 'diamonds', 'pursuit', 'womens', 'professional', 'football', 'championship', 'take', 'look', 'lives', 'players', 'field']",8.5
One More Audience with Dame Edna Everage,comedy,[],6.8
$1: One Dollar,comedy,[],6.5
One Small Step: The Story of the Space Chimps,documentary,"['1961', 'three', 'year', 'old', 'chimpanzee', 'named', 'ham', 'rocketed', 'outer', 'space', 'propelling', 'us', 'step', 'closer', 'manned', 'space', 'flight', 'ten', 'months', 'later', 'followed', 'enos', 'five', 'year', 'old', 'chimp', 'soared', 'orbit', 'paving']",7.8
$ucces Part One,documentary,"['documentary', 'danish', 'comedy', 'trio', 'plat']",5.7
One Good Reason,drama,"['frustrated', 'writer', 'wyatt', 'williams', 'finds', 'new', 'muse', 'pages', 'womans', 'lost', 'journal', 'prospects', 'new', 'love', 'new', 'book', 'much', 'celebrate', 'lovely', 'subjects']",8.7
Wild One,documentary,"['1977', 'philippe', 'ribiere', 'born', 'martinique', 'rubinsteintaybi', 'syndrome', 'abandoned', 'parents', 'left', 'custody', 'hospital', 'spent', 'first', 'four', 'years', 'life', 'underwent', 'series']",7.1
"Dallas Diamonds: One Team, One Goal",documentary,"['join', 'dallas', 'diamonds', 'pursuit', 'womens', 'professional', 'football', 'championship', 'take', 'look', 'lives', 'players', 'field']",8.5
One More Audience with Dame Edna Everage,comedy,[],6.8
$1: One Dollar,comedy,[],6.5
One Small Step: The Story of the Space Chimps,documentary,"['1961', 'three', 'year', 'old', 'chimpanzee', 'named', 'ham', 'rocketed', 'outer', 'space', 'propelling', 'us', 'step', 'closer', 'manned', 'space', 'flight', 'ten', 'months', 'later', 'followed', 'enos', 'five', 'year', 'old', 'chimp', 'soared', 'orbit', 'paving']",7.8
One More Audience with Dame Edna Everage,comedy,[],6.8
$1: One Dollar,comedy,[],6.5
One Small Step: The Story of the Space Chimps,documentary,"['1961', 'three', 'year', 'old', 'chimpanzee', 'named', 'ham', 'rocketed', 'outer', 'space', 'propelling', 'us', 'step', 'closer', 'manned', 'space', 'flight', 'ten', 'months', 'later', 'followed', 'enos', 'five', 'year', 'old', 'chimp', 'soared', 'orbit', 'paving']",7.8
$ucces Part One,documentary,"['documentary', 'danish', 'comedy', 'trio', 'plat']",5.7
One on One with Robert Altman,documentary,"['director', 'robert', 'altman', 'interviewed', 'speaks', 'film', 'player', '1992', 'casting', 'briefly', 'touched', 'upon', 'piece', 'devoted', 'deleted', 'scenes', 'many', 'people', 'cut', 'final', 'film']",5.8
The Tom Whittaker Story: One Step at a Time,documentary,"['tale', 'remarkable', 'resolve', 'tenacity', 'courage', 'determination', 'one', 'man', 'overcome', 'personal', 'obstacles', 'conquer', 'one', 'natures', 'greatest', 'challenges', 'stand', 'atop', 'summit']",6.2
One Nice Thing,documentary,"['shot', 'epicenter', 'rancorous', 'american', 'presidential', 'election', 'decades', 'one', 'nice', 'thing', 'asked', 'single', 'questionwas', 'possible', 'participants', '2004', 'democratic']",7.1
One-Eyed Doll: A Rockumentary,documentary,"['portrait', 'kimberly', 'freeman', 'oneeyed', 'doll', 'band', 'onthescene', 'gonzo', 'style', 'tour', 'back', 'roads', 'basement', 'rock', 'houses', 'clubs']",8.8
One Year,drama,"['one', 'year', 'story', 'sam', 'interviewing', 'job', 'vexicon', 'corporation', 'relives', 'fifth', 'grade', 'year', 'fondly', 'remembering', 'teacher', 'mrs', 'carroll', 'helped', 'become', 'productive', 'student', 'allowing', 'gro']",7.9
The Joe Moses One-Man Showses,comedy,"['featuring', 'original', 'sketch', 'comedy', 'improvisation', 'parodies', 'wellloved', 'characters', 'joe', 'moses', 'help', 'guest', 'stars', 'ranging', 'seen', 'broadway', 'television', 'film']",8.3
The One and Only Cilla Black,documentary,"['celebration', 'singer', 'television', 'presenter', 'cilla', 'blacks', 'lorra', 'lorra', 'years', 'show', 'business']",6.2
One D,animation,[],6.9
"Morgenthau: Three Men, Three Generations, One Fight",documentary,"['story', 'three', 'generations', 'incredible', 'family', 'dynasty', 'lived', 'played', 'vital', 'role', 'dramatic', 'shifts', 'social', 'political', 'history', 'twentieth', 'century']",6.2
